"Meldewoche";"Altersgruppen.Inz";"Inzidenz";"Anzahl";"NA"
"2020";"10";"Gesamt";1,00573443871675;132
"2020";"11";"'05-09";3,76277419078975;22
"2020";"11";"'10-14";8,50503966993503;49
"2020";"11";"00-04";0,626036873571853;4
"2020";"11";"15-19";8,4802035248846;53
"2020";"11";"20-34";9,48501924900965;238
"2020";"11";"35-59";12,0354463306448;558
"2020";"11";"60-79";5,25159163623437;143
"2020";"11";"80+";4,69032434194148;39
"2020";"11";"Gesamt";8,42683552439946;1106
"2020";"12";"'05-09";9,40693547697439;55
"2020";"12";"'10-14";11,8029121950119;68
"2020";"12";"00-04";7,35593326446928;47
"2020";"12";"15-19";21,7605222525341;136
"2020";"12";"20-34";46,867153936283;1176
"2020";"12";"35-59";51,0104490537184;2365
"2020";"12";"60-79";28,9388406248439;788
"2020";"12";"80+";25,6163867906035;213
"2020";"12";"Gesamt";36,9378830219607;4848
"2020";"13";"'05-09";16,590413477573;97
"2020";"13";"'10-14";21,8701020084044;126
"2020";"13";"00-04";13,7728112185808;88
"2020";"13";"15-19";53,6012864308743;335
"2020";"13";"20-34";81,4197240576753;2043
"2020";"13";"35-59";86,5344277393312;4012
"2020";"13";"60-79";65,9203285807041;1795
"2020";"13";"80+";91,4011923045007;760
"2020";"13";"Gesamt";70,5233179148657;9256
"2020";"14";"'05-09";19,1559413349297;112
"2020";"14";"'10-14";27,9451303440722;161
"2020";"14";"00-04";17,216014023226;110
"2020";"14";"15-19";57,7613862732706;361
"2020";"14";"20-34";87,2781182997107;2190
"2020";"14";"35-59";94,0188361205745;4359
"2020";"14";"60-79";86,6696242063854;2360
"2020";"14";"80+";150,932232029143;1255
"2020";"14";"Gesamt";83,1102367994117;10908
"2020";"15";"'05-09";13,511780048745;79
"2020";"15";"'10-14";15,1007847200887;87
"2020";"15";"00-04";10,9556452875074;70
"2020";"15";"15-19";41,6009984239622;260
"2020";"15";"20-34";60,1382102804856;1509
"2020";"15";"35-59";62,6360862799147;2904
"2020";"15";"60-79";58,6856184244931;1598
"2020";"15";"80+";132,41146411481;1101
"2020";"15";"Gesamt";57,9744950317862;7609
"2020";"16";"'05-09";8,38072433403173;49
"2020";"16";"'10-14";14,406495767441;83
"2020";"16";"00-04";7,51244248286224;48
"2020";"16";"15-19";26,4006336152068;165
"2020";"16";"20-34";37,063310510836;930
"2020";"16";"35-59";36,9906639015337;1715
"2020";"16";"60-79";32,7949044136873;893
"2020";"16";"80+";102,465547162414;852
"2020";"16";"Gesamt";36,0845325891102;4736
"2020";"17";"'05-09";5,47312609569419;32
"2020";"17";"'10-14";6,94288952647758;40
"2020";"17";"00-04";8,13847935643409;52
"2020";"17";"15-19";15,2003648087554;95
"2020";"17";"20-34";30,8462390703087;774
"2020";"17";"35-59";22,1512605404519;1027
"2020";"17";"60-79";19,0599724419975;519
"2020";"17";"80+";64,5821582467327;537
"2020";"17";"Gesamt";23,4366601022177;3076
"2020";"18";"'05-09";7,01244281010818;41
"2020";"18";"'10-14";5,90145609750594;34
"2020";"18";"00-04";5,47782264375372;35
"2020";"18";"15-19";8,32019968479243;52
"2020";"18";"20-34";18,6113612995273;467
"2020";"18";"35-59";12,6825133376687;588
"2020";"18";"60-79";10,0992146850661;275
"2020";"18";"80+";31,0282994928436;258
"2020";"18";"Gesamt";13,3336005132903;1750
"2020";"19";"'05-09";3,59173900029931;21
"2020";"19";"'10-14";5,55431162118206;32
"2020";"19";"00-04";3,75622124143112;24
"2020";"19";"15-19";7,84018816451595;49
"2020";"19";"20-34";13,0319382118746;327
"2020";"19";"35-59";9,51188500325151;441
"2020";"19";"60-79";7,60195432657702;207
"2020";"19";"80+";22,3692391692594;186
"2020";"19";"Gesamt";9,80591077748834;1287
"2020";"20";"'05-09";3,07863342882798;18
"2020";"20";"'10-14";1,73572238161939;10
"2020";"20";"00-04";2,9736751494663;19
"2020";"20";"15-19";5,12012288294919;32
"2020";"20";"20-34";11,5573763958521;290
"2020";"20";"35-59";8,71383569458869;404
"2020";"20";"60-79";5,94935555992984;162
"2020";"20";"80+";18,6410326410495;155
"2020";"20";"Gesamt";8,30492831970652;1090
"2020";"21";"'05-09";3,07863342882798;18
"2020";"21";"'10-14";2,77715581059103;16
"2020";"21";"00-04";3,91273045982408;25
"2020";"21";"15-19";2,88006912165892;18
"2020";"21";"20-34";9,56472529311898;240
"2020";"21";"35-59";5,86674086368347;272
"2020";"21";"60-79";3,92951262291662;107
"2020";"21";"80+";9,14011923045007;76
"2020";"21";"Gesamt";5,88202262643434;772
"2020";"22";"'05-09";3,24966861931842;19
"2020";"22";"'10-14";2,43001133426715;14
"2020";"22";"00-04";2,9736751494663;19
"2020";"22";"15-19";5,12012288294919;32
"2020";"22";"20-34";7,97060441093248;200
"2020";"22";"35-59";4,11965994471891;191
"2020";"22";"60-79";3,19502428218454;87
"2020";"22";"80+";7,33614832970334;61
"2020";"22";"Gesamt";4,75438098302465;624
"2020";"23";"'05-09";1,53931671441399;9
"2020";"23";"'10-14";0,694288952647758;4
"2020";"23";"00-04";0,626036873571853;4
"2020";"23";"15-19";2,5600614414746;16
"2020";"23";"20-34";3,46721291875563;87
"2020";"23";"35-59";2,41571682622261;112
"2020";"23";"60-79";1,39552784739095;38
"2020";"23";"80+";5,29164797552372;44
"2020";"23";"Gesamt";2,39242889209894;314
"2020";"24";"'05-09";1,53931671441399;9
"2020";"24";"'10-14";1,04143342897164;6
"2020";"24";"00-04";1,56509218392963;10
"2020";"24";"15-19";1,44003456082946;9
"2020";"24";"20-34";4,14471429368489;104
"2020";"24";"35-59";2,02747662200826;94
"2020";"24";"60-79";0,807937174805287;22
"2020";"24";"80+";1,80397090074672;15
"2020";"24";"Gesamt";2,04956487890005;269
"2020";"25";"'05-09";1,1972463334331;7
"2020";"25";"'10-14";1,90929461978133;11
"2020";"25";"00-04";1,87811062071556;12
"2020";"25";"15-19";3,20007680184324;20
"2020";"25";"20-34";3,42735989670097;86
"2020";"25";"35-59";1,91963212083761;89
"2020";"25";"60-79";1,10173251109812;30
"2020";"25";"80+";1,56344144731383;13
"2020";"25";"Gesamt";2,04194567860674;268
"2020";"26";"'05-09";2,56552785735665;15
"2020";"26";"'10-14";3,47144476323879;20
"2020";"26";"00-04";1,7216014023226;11
"2020";"26";"15-19";1,2800307207373;8
"2020";"26";"20-34";4,54324451423151;114
"2020";"26";"35-59";2,76081922996869;128
"2020";"26";"60-79";1,68932318368378;46
"2020";"26";"80+";2,52555926104541;21
"2020";"26";"Gesamt";2,76576970647107;363
"2020";"27";"'05-09";3,59173900029931;21
"2020";"27";"'10-14";2,77715581059103;16
"2020";"27";"00-04";4,06923967821705;26
"2020";"27";"15-19";3,04007296175108;19
"2020";"27";"20-34";6,8945728154566;173
"2020";"27";"35-59";3,472592937695;161
"2020";"27";"60-79";1,28535459628114;35
"2020";"27";"80+";1,08238254044803;9
"2020";"27";"Gesamt";3,50483213492202;460
"2020";"28";"'05-09";4,44691495275153;26
"2020";"28";"'10-14";5,03359490669624;29
"2020";"28";"00-04";6,72989639089742;43
"2020";"28";"15-19";4,96011904285703;31
"2020";"28";"20-34";5,85839424203537;147
"2020";"28";"35-59";3,6882819400363;171
"2020";"28";"60-79";1,61587434961057;44
"2020";"28";"80+";1,32291199388093;11
"2020";"28";"Gesamt";3,82483854724098;502
"2020";"29";"'05-09";4,27587976226109;25
"2020";"29";"'10-14";2,77715581059103;16
"2020";"29";"00-04";3,75622124143112;24
"2020";"29";"15-19";6,24014976359433;39
"2020";"29";"20-34";6,97427885956592;175
"2020";"29";"35-59";3,81769534144108;177
"2020";"29";"60-79";1,8729452688668;51
"2020";"29";"80+";2,16476508089607;18
"2020";"29";"Gesamt";4,00008015398709;525
"2020";"30";"'05-09";4,27587976226109;25
"2020";"30";"'10-14";5,90145609750594;34
"2020";"30";"00-04";4,22574889661001;27
"2020";"30";"15-19";5,92014208341;37
"2020";"30";"20-34";9,0067829843537;226
"2020";"30";"35-59";6,53537677094151;303
"2020";"30";"60-79";1,8362208518302;50
"2020";"30";"80+";1,32291199388093;11
"2020";"30";"Gesamt";5,44010900942244;714
"2020";"31";"'05-09";2,73656304784709;16
"2020";"31";"'10-14";4,51287819221043;26
"2020";"31";"00-04";3,59971202303816;23
"2020";"31";"15-19";5,92014208341;37
"2020";"31";"20-34";8,72781182997107;219
"2020";"31";"35-59";6,34125666883434;294
"2020";"31";"60-79";1,57914993257397;43
"2020";"31";"80+";2,88635344119476;24
"2020";"31";"Gesamt";5,19629460003656;682
"2020";"32";"'05-09";2,73656304784709;16
"2020";"32";"'10-14";3,47144476323879;20
"2020";"32";"00-04";3,28669358625223;21
"2020";"32";"15-19";7,52018048433162;47
"2020";"32";"20-34";11,0791401311961;278
"2020";"32";"35-59";5,78046526274695;268
"2020";"32";"60-79";1,61587434961057;44
"2020";"32";"80+";0,962117813731586;8
"2020";"32";"Gesamt";5,35629780619604;703
"2020";"33";"'05-09";5,64416128618463;33
"2020";"33";"'10-14";8,15789519361115;47
"2020";"33";"00-04";5,00829498857483;32
"2020";"33";"15-19";18,8804531308751;118
"2020";"33";"20-34";21,4409258654084;538
"2020";"33";"35-59";8,95109359716412;415
"2020";"33";"60-79";2,53398477552567;69
"2020";"33";"80+";2,28502980761252;19
"2020";"33";"Gesamt";9,6840035727954;1271
"2020";"34";"'05-09";14,8800615726686;87
"2020";"34";"'10-14";21,3493852939185;123
"2020";"34";"00-04";7,35593326446928;47
"2020";"34";"15-19";41,7610022640543;261
"2020";"34";"20-34";32,7193311068778;821
"2020";"34";"35-59";13,9982162519506;649
"2020";"34";"60-79";2,97467777996492;81
"2020";"34";"80+";2,16476508089607;18
"2020";"34";"Gesamt";15,9088902124286;2088
"2020";"35";"'05-09";16,590413477573;97
"2020";"35";"'10-14";24,9944022953193;144
"2020";"35";"00-04";9,23404388518484;59
"2020";"35";"15-19";40,0009600230406;250
"2020";"35";"20-34";32,5200659966045;816
"2020";"35";"35-59";14,559007658038;675
"2020";"35";"60-79";3,04812661403813;83
"2020";"35";"80+";3,2471476213441;27
"2020";"35";"Gesamt";16,4041382314937;2153
"2020";"36";"'05-09";17,7876598110061;104
"2020";"36";"'10-14";23,2586799136999;134
"2020";"36";"00-04";10,6426268507215;68
"2020";"36";"15-19";34,8808371400914;218
"2020";"36";"20-34";32,6794780848232;820
"2020";"36";"35-59";16,8884488833241;783
"2020";"36";"60-79";3,709166120697;101
"2020";"36";"80+";2,28502980761252;19
"2020";"36";"Gesamt";17,1203430590647;2247
"2020";"37";"'05-09";16,4193782870826;96
"2020";"37";"'10-14";23,4322521518618;135
"2020";"37";"00-04";11,5816821610793;74
"2020";"37";"15-19";44,8010752258054;280
"2020";"37";"20-34";37,541546775492;942
"2020";"37";"35-59";18,9590633058006;879
"2020";"37";"60-79";7,418332241394;202
"2020";"37";"80+";5,89297160910596;49
"2020";"37";"Gesamt";20,2594535799079;2659
"2020";"38";"'05-09";17,6166246205157;103
"2020";"38";"'10-14";20,6550963412708;119
"2020";"38";"00-04";12,990265126616;83
"2020";"38";"15-19";37,440898581566;234
"2020";"38";"20-34";42,8021456867074;1074
"2020";"38";"35-59";21,2022289301502;983
"2020";"38";"60-79";9,80541934877326;267
"2020";"38";"80+";7,57667778313624;63
"2020";"38";"Gesamt";22,3013992585147;2927
"2020";"39";"'05-09";14,5379911916877;85
"2020";"39";"'10-14";14,406495767441;83
"2020";"39";"00-04";11,4251729426863;73
"2020";"39";"15-19";23,3605606534557;146
"2020";"39";"20-34";31,1252102246913;781
"2020";"39";"35-59";17,7512048926893;823
"2020";"39";"60-79";8,3364426673091;227
"2020";"39";"80+";6,85508942283755;57
"2020";"39";"Gesamt";17,3565382681573;2278
"2020";"40";"'05-09";9,57797066746483;56
"2020";"40";"'10-14";13,3650623384693;77
"2020";"40";"00-04";7,35593326446928;47
"2020";"40";"15-19";28,3206796963127;177
"2020";"40";"20-34";31,2049162688007;783
"2020";"40";"35-59";18,0531694959672;837
"2020";"40";"60-79";10,1359391021027;276
"2020";"40";"80+";7,09561887627045;59
"2020";"40";"Gesamt";17,6308294787164;2314
"2020";"41";"'05-09";11,972463334331;70
"2020";"41";"'10-14";24,6472578189954;142
"2020";"41";"00-04";14,3988480921526;92
"2020";"41";"15-19";45,7610982663584;286
"2020";"41";"20-34";45,1933270099872;1134
"2020";"41";"35-59";29,4631177198221;1366
"2020";"41";"60-79";16,3056411642522;444
"2020";"41";"80+";18,1599737341837;151
"2020";"41";"Gesamt";28,0919914814293;3687
"2020";"42";"'05-09";19,8400820968914;116
"2020";"42";"'10-14";51,2038102577721;295
"2020";"42";"00-04";20,3461983910852;130
"2020";"42";"15-19";87,0420890101362;544
"2020";"42";"20-34";79,3872199328875;1992
"2020";"42";"35-59";53,3183213787704;2472
"2020";"42";"60-79";29,4162580463198;801
"2020";"42";"80+";30,306711132545;252
"2020";"42";"Gesamt";50,3248179373042;6605
"2020";"43";"'05-09";57,9809295762603;339
"2020";"43";"'10-14";90,0839916060466;519
"2020";"43";"00-04";42,1009797477071;269
"2020";"43";"15-19";132,963191116587;831
"2020";"43";"20-34";140,52175576474;3526
"2020";"43";"35-59";102,344431610949;4745
"2020";"43";"60-79";57,1799173259924;1557
"2020";"43";"80+";49,4288026804602;411
"2020";"43";"Gesamt";92,9618627786599;12201
"2020";"44";"'05-09";84,1493137212982;492
"2020";"44";"'10-14";127,575595049025;735
"2020";"44";"00-04";63,6992518859361;407
"2020";"44";"15-19";201,604838516124;1260
"2020";"44";"20-34";206,677772375479;5186
"2020";"44";"35-59";157,064731504938;7282
"2020";"44";"60-79";96,0343505507194;2615
"2020";"44";"80+";116,656784914955;970
"2020";"44";"Gesamt";144,47527596172;18962
"2020";"45";"'05-09";106,554923675546;623
"2020";"45";"'10-14";146,668541246839;845
"2020";"45";"00-04";73,7158418630857;471
"2020";"45";"15-19";229,925518212437;1437
"2020";"45";"20-34";252,508747738341;6336
"2020";"45";"35-59";198,778984557746;9216
"2020";"45";"60-79";123,761285413355;3370
"2020";"45";"80+";168,009823222878;1397
"2020";"45";"Gesamt";180,76552695875;23725
"2020";"46";"'05-09";116,645999914482;682
"2020";"46";"'10-14";170,274365636863;981
"2020";"46";"00-04";84,0454502770213;537
"2020";"46";"15-19";259,846236309671;1624
"2020";"46";"20-34";253,823897466145;6369
"2020";"46";"35-59";204,559449820493;9484
"2020";"46";"60-79";129,490294471066;3526
"2020";"46";"80+";200,601564163036;1668
"2020";"46";"Gesamt";189,626656899868;24888
"2020";"47";"'05-09";139,393680249711;815
"2020";"47";"'10-14";165,240770730166;952
"2020";"47";"00-04";83,1063949666635;531
"2020";"47";"15-19";237,285694856677;1483
"2020";"47";"20-34";229,872231211293;5768
"2020";"47";"35-59";196,600525634099;9115
"2020";"47";"60-79";126,73596319332;3451
"2020";"47";"80+";255,442279545736;2124
"2020";"47";"Gesamt";184,895133517723;24267
"2020";"48";"'05-09";152,734425107966;893
"2020";"48";"'10-14";183,813000213494;1059
"2020";"48";"00-04";92,0274204150625;588
"2020";"48";"15-19";244,485867660824;1528
"2020";"48";"20-34";222,57912817529;5585
"2020";"48";"35-59";194,249515508578;9006
"2020";"48";"60-79";124,973191175563;3403
"2020";"48";"80+";285,748990678281;2376
"2020";"48";"Gesamt";186,358019974038;24459
"2020";"49";"'05-09";143,156454440501;837
"2020";"49";"'10-14";193,880190026886;1117
"2020";"49";"00-04";85,1410148057721;544
"2020";"49";"15-19";248,64596750322;1554
"2020";"49";"20-34";216,999705087637;5445
"2020";"49";"35-59";192,933812594297;8945
"2020";"49";"60-79";127,286829448869;3466
"2020";"49";"80+";294,408051001865;2448
"2020";"49";"Gesamt";185,748483950574;24379
"2020";"50";"'05-09";144,695771154915;846
"2020";"50";"'10-14";199,260929409906;1148
"2020";"50";"00-04";82,7933765298776;529
"2020";"50";"15-19";264,806355352528;1655
"2020";"50";"20-34";240,911518320434;6045
"2020";"50";"35-59";225,481283047599;10454
"2020";"50";"60-79";156,078772405567;4250
"2020";"50";"80+";391,822479642188;3258
"2020";"50";"Gesamt";215,067166679226;28227
"2020";"51";"'05-09";143,840595202463;841
"2020";"51";"'10-14";183,46585573717;1057
"2020";"51";"00-04";98,6008075875669;630
"2020";"51";"15-19";243,525844620271;1522
"2020";"51";"20-34";262,591562318171;6589
"2020";"51";"35-59";234,863754649446;10889
"2020";"51";"60-79";170,180948547623;4634
"2020";"51";"80+";397,955980704727;3309
"2020";"51";"Gesamt";224,895935057594;29517
"2020";"52";"'05-09";106,212853294565;621
"2020";"52";"'10-14";116,640544044823;672
"2020";"52";"00-04";66,9859454721883;428
"2020";"52";"15-19";161,283870812899;1008
"2020";"52";"20-34";195,439220156064;4904
"2020";"52";"35-59";181,329744268334;8407
"2020";"52";"60-79";135,806894201361;3698
"2020";"52";"80+";332,531969370979;2765
"2020";"52";"Gesamt";172,018685022031;22577
