"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
575;0-9;73;2021-04-09
580;0-9;107;2021-04-09
607;0-9;113;2021-04-09
615;0-9;206;2021-04-09
621;0-9;393;2021-04-09
630;0-9;355;2021-04-09
657;0-9;156;2021-04-09
661;0-9;102;2021-04-09
665;0-9;25;2021-04-09
671;0-9;41;2021-04-09
706;0-9;44;2021-04-09
707;0-9;61;2021-04-09
710;0-9;95;2021-04-09
727;0-9;46;2021-04-09
730;0-9;254;2021-04-09
740;0-9;229;2021-04-09
741;0-9;2;2021-04-09
746;0-9;173;2021-04-09
751;0-9;1205;2021-04-09
756;0-9;74;2021-04-09
760;0-9;47;2021-04-09
766;0-9;70;2021-04-09
773;0-9;31;2021-04-09
779;0-9;49;2021-04-09
787;0-9;47;2021-04-09
791;0-9;129;2021-04-09
810;0-9;62;2021-04-09
813;0-9;74;2021-04-09
820;0-9;29;2021-04-09
840;0-9;55;2021-04-09
846;0-9;43;2021-04-09
849;0-9;68;2021-04-09
851;0-9;445;2021-04-09
860;0-9;91;2021-04-09
;10-19;74;2021-04-09
011;10-19;3;2021-04-09
019;10-19;17;2021-04-09
101;10-19;4914;2021-04-09
147;10-19;669;2021-04-09
151;10-19;515;2021-04-09
153;10-19;480;2021-04-09
155;10-19;113;2021-04-09
157;10-19;750;2021-04-09
159;10-19;711;2021-04-09
161;10-19;235;2021-04-09
163;10-19;420;2021-04-09
165;10-19;398;2021-04-09
167;10-19;656;2021-04-09
169;10-19;709;2021-04-09
173;10-19;443;2021-04-09
175;10-19;483;2021-04-09
183;10-19;475;2021-04-09
185;10-19;455;2021-04-09
187;10-19;243;2021-04-09
190;10-19;352;2021-04-09
201;10-19;159;2021-04-09
210;10-19;323;2021-04-09
217;10-19;544;2021-04-09
219;10-19;343;2021-04-09
223;10-19;194;2021-04-09
230;10-19;526;2021-04-09
240;10-19;355;2021-04-09
250;10-19;226;2021-04-09
253;10-19;490;2021-04-09
259;10-19;508;2021-04-09
260;10-19;142;2021-04-09
265;10-19;565;2021-04-09
269;10-19;299;2021-04-09
270;10-19;253;2021-04-09
306;10-19;153;2021-04-09
316;10-19;397;2021-04-09
320;10-19;177;2021-04-09
326;10-19;290;2021-04-09
329;10-19;214;2021-04-09
330;10-19;699;2021-04-09
336;10-19;117;2021-04-09
340;10-19;103;2021-04-09
350;10-19;184;2021-04-09
360;10-19;163;2021-04-09
370;10-19;462;2021-04-09
376;10-19;201;2021-04-09
390;10-19;224;2021-04-09
400;10-19;84;2021-04-09
410;10-19;156;2021-04-09
420;10-19;118;2021-04-09
430;10-19;169;2021-04-09
440;10-19;135;2021-04-09
450;10-19;144;2021-04-09
461;10-19;1387;2021-04-09
479;10-19;243;2021-04-09
480;10-19;138;2021-04-09
482;10-19;25;2021-04-09
492;10-19;5;2021-04-09
510;10-19;208;2021-04-09
530;10-19;104;2021-04-09
540;10-19;392;2021-04-09
550;10-19;186;2021-04-09
561;10-19;544;2021-04-09
563;10-19;7;2021-04-09
573;10-19;180;2021-04-09
575;10-19;147;2021-04-09
580;10-19;208;2021-04-09
607;10-19;223;2021-04-09
615;10-19;400;2021-04-09
621;10-19;510;2021-04-09
630;10-19;607;2021-04-09
657;10-19;321;2021-04-09
661;10-19;301;2021-04-09
665;10-19;54;2021-04-09
671;10-19;139;2021-04-09
706;10-19;112;2021-04-09
707;10-19;93;2021-04-09
710;10-19;230;2021-04-09
727;10-19;133;2021-04-09
730;10-19;514;2021-04-09
740;10-19;522;2021-04-09
741;10-19;7;2021-04-09
746;10-19;344;2021-04-09
751;10-19;2457;2021-04-09
756;10-19;180;2021-04-09
760;10-19;150;2021-04-09
766;10-19;227;2021-04-09
773;10-19;65;2021-04-09
779;10-19;137;2021-04-09
787;10-19;141;2021-04-09
791;10-19;372;2021-04-09
810;10-19;147;2021-04-09
813;10-19;219;2021-04-09
820;10-19;117;2021-04-09
825;10-19;1;2021-04-09
840;10-19;128;2021-04-09
846;10-19;146;2021-04-09
849;10-19;171;2021-04-09
851;10-19;1098;2021-04-09
860;10-19;208;2021-04-09
;20-29;394;2021-04-09
011;20-29;109;2021-04-09
019;20-29;10;2021-04-09
101;20-29;12761;2021-04-09
147;20-29;1624;2021-04-09
151;20-29;443;2021-04-09
153;20-29;475;2021-04-09
155;20-29;62;2021-04-09
157;20-29;446;2021-04-09
159;20-29;706;2021-04-09
161;20-29;260;2021-04-09
163;20-29;289;2021-04-09
165;20-29;340;2021-04-09
167;20-29;570;2021-04-09
169;20-29;656;2021-04-09
173;20-29;437;2021-04-09
175;20-29;469;2021-04-09
183;20-29;417;2021-04-09
185;20-29;320;2021-04-09
187;20-29;178;2021-04-09
190;20-29;217;2021-04-09
201;20-29;91;2021-04-09
210;20-29;246;2021-04-09
217;20-29;390;2021-04-09
219;20-29;327;2021-04-09
223;20-29;87;2021-04-09
230;20-29;268;2021-04-09
240;20-29;208;2021-04-09
250;20-29;215;2021-04-09
253;20-29;389;2021-04-09
259;20-29;436;2021-04-09
260;20-29;129;2021-04-09
265;20-29;652;2021-04-09
269;20-29;127;2021-04-09
270;20-29;139;2021-04-09
306;20-29;89;2021-04-09
316;20-29;331;2021-04-09
320;20-29;155;2021-04-09
326;20-29;156;2021-04-09
329;20-29;234;2021-04-09
330;20-29;532;2021-04-09
336;20-29;78;2021-04-09
340;20-29;102;2021-04-09
350;20-29;102;2021-04-09
360;20-29;107;2021-04-09
370;20-29;420;2021-04-09
376;20-29;191;2021-04-09
390;20-29;123;2021-04-09
400;20-29;50;2021-04-09
410;20-29;81;2021-04-09
420;20-29;77;2021-04-09
430;20-29;127;2021-04-09
440;20-29;60;2021-04-09
450;20-29;98;2021-04-09
461;20-29;2072;2021-04-09
479;20-29;159;2021-04-09
480;20-29;76;2021-04-09
482;20-29;10;2021-04-09
492;20-29;4;2021-04-09
510;20-29;181;2021-04-09
530;20-29;82;2021-04-09
540;20-29;241;2021-04-09
550;20-29;91;2021-04-09
561;20-29;551;2021-04-09
563;20-29;2;2021-04-09
573;20-29;165;2021-04-09
575;20-29;146;2021-04-09
580;20-29;166;2021-04-09
607;20-29;196;2021-04-09
615;20-29;497;2021-04-09
621;20-29;482;2021-04-09
630;20-29;619;2021-04-09
657;20-29;318;2021-04-09
661;20-29;259;2021-04-09
665;20-29;48;2021-04-09
671;20-29;72;2021-04-09
706;20-29;80;2021-04-09
707;20-29;83;2021-04-09
710;20-29;125;2021-04-09
727;20-29;36;2021-04-09
730;20-29;446;2021-04-09
740;20-29;320;2021-04-09
741;20-29;4;2021-04-09
746;20-29;183;2021-04-09
751;20-29;4694;2021-04-09
756;20-29;129;2021-04-09
760;20-29;166;2021-04-09
766;20-29;152;2021-04-09
773;20-29;76;2021-04-09
779;20-29;126;2021-04-09
787;20-29;144;2021-04-09
791;20-29;245;2021-04-09
810;20-29;103;2021-04-09
813;20-29;164;2021-04-09
820;20-29;101;2021-04-09
825;20-29;3;2021-04-09
840;20-29;53;2021-04-09
846;20-29;136;2021-04-09
849;20-29;99;2021-04-09
851;20-29;1921;2021-04-09
860;20-29;159;2021-04-09
;30-39;352;2021-04-09
011;30-39;203;2021-04-09
012;30-39;2;2021-04-09
019;30-39;22;2021-04-09
101;30-39;7560;2021-04-09
147;30-39;958;2021-04-09
151;30-39;412;2021-04-09
153;30-39;451;2021-04-09
155;30-39;87;2021-04-09
157;30-39;360;2021-04-09
159;30-39;656;2021-04-09
161;30-39;282;2021-04-09
163;30-39;293;2021-04-09
165;30-39;307;2021-04-09
167;30-39;544;2021-04-09
169;30-39;669;2021-04-09
173;30-39;303;2021-04-09
175;30-39;423;2021-04-09
183;30-39;425;2021-04-09
185;30-39;338;2021-04-09
187;30-39;244;2021-04-09
190;30-39;246;2021-04-09
201;30-39;99;2021-04-09
210;30-39;245;2021-04-09
217;30-39;358;2021-04-09
219;30-39;301;2021-04-09
223;30-39;87;2021-04-09
230;30-39;244;2021-04-09
240;30-39;301;2021-04-09
250;30-39;173;2021-04-09
253;30-39;371;2021-04-09
259;30-39;376;2021-04-09
260;30-39;123;2021-04-09
265;30-39;543;2021-04-09
269;30-39;175;2021-04-09
270;30-39;156;2021-04-09
306;30-39;81;2021-04-09
316;30-39;334;2021-04-09
320;30-39;165;2021-04-09
326;30-39;154;2021-04-09
329;30-39;189;2021-04-09
330;30-39;453;2021-04-09
336;30-39;91;2021-04-09
340;30-39;103;2021-04-09
350;30-39;165;2021-04-09
360;30-39;108;2021-04-09
370;30-39;353;2021-04-09
376;30-39;206;2021-04-09
390;30-39;140;2021-04-09
400;30-39;71;2021-04-09
410;30-39;85;2021-04-09
420;30-39;94;2021-04-09
430;30-39;126;2021-04-09
440;30-39;53;2021-04-09
450;30-39;115;2021-04-09
461;30-39;1053;2021-04-09
479;30-39;117;2021-04-09
480;30-39;71;2021-04-09
482;30-39;14;2021-04-09
492;30-39;1;2021-04-09
510;30-39;107;2021-04-09
530;30-39;91;2021-04-09
540;30-39;182;2021-04-09
550;30-39;76;2021-04-09
561;30-39;402;2021-04-09
563;30-39;6;2021-04-09
573;30-39;155;2021-04-09
575;30-39;139;2021-04-09
580;30-39;156;2021-04-09
607;30-39;169;2021-04-09
615;30-39;398;2021-04-09
621;30-39;511;2021-04-09
630;30-39;582;2021-04-09
657;30-39;331;2021-04-09
661;30-39;217;2021-04-09
665;30-39;51;2021-04-09
671;30-39;79;2021-04-09
706;30-39;81;2021-04-09
707;30-39;76;2021-04-09
710;30-39;166;2021-04-09
727;30-39;58;2021-04-09
730;30-39;380;2021-04-09
740;30-39;334;2021-04-09
741;30-39;6;2021-04-09
746;30-39;261;2021-04-09
751;30-39;2048;2021-04-09
756;30-39;119;2021-04-09
760;30-39;137;2021-04-09
766;30-39;130;2021-04-09
773;30-39;44;2021-04-09
779;30-39;100;2021-04-09
787;30-39;121;2021-04-09
791;30-39;241;2021-04-09
810;30-39;134;2021-04-09
813;30-39;150;2021-04-09
820;30-39;111;2021-04-09
840;30-39;102;2021-04-09
846;30-39;126;2021-04-09
849;30-39;122;2021-04-09
851;30-39;807;2021-04-09
860;30-39;176;2021-04-09
961;30-39;1;2021-04-09
;40-49;301;2021-04-09
011;40-49;204;2021-04-09
012;40-49;2;2021-04-09
019;40-49;18;2021-04-09
101;40-49;5434;2021-04-09
147;40-49;832;2021-04-09
151;40-49;510;2021-04-09
153;40-49;463;2021-04-09
155;40-49;110;2021-04-09
157;40-49;597;2021-04-09
159;40-49;664;2021-04-09
161;40-49;235;2021-04-09
163;40-49;361;2021-04-09
165;40-49;377;2021-04-09
167;40-49;613;2021-04-09
169;40-49;659;2021-04-09
173;40-49;398;2021-04-09
175;40-49;489;2021-04-09
183;40-49;404;2021-04-09
185;40-49;486;2021-04-09
187;40-49;229;2021-04-09
190;40-49;297;2021-04-09
201;40-49;144;2021-04-09
210;40-49;304;2021-04-09
217;40-49;488;2021-04-09
219;40-49;339;2021-04-09
223;40-49;146;2021-04-09
230;40-49;396;2021-04-09
240;40-49;416;2021-04-09
250;40-49;274;2021-04-09
253;40-49;519;2021-04-09
259;40-49;483;2021-04-09
260;40-49;152;2021-04-09
265;40-49;566;2021-04-09
269;40-49;233;2021-04-09
270;40-49;242;2021-04-09
306;40-49;133;2021-04-09
316;40-49;434;2021-04-09
320;40-49;228;2021-04-09
326;40-49;216;2021-04-09
329;40-49;265;2021-04-09
330;40-49;608;2021-04-09
336;40-49;139;2021-04-09
340;40-49;166;2021-04-09
350;40-49;204;2021-04-09
360;40-49;180;2021-04-09
370;40-49;447;2021-04-09
376;40-49;235;2021-04-09
390;40-49;199;2021-04-09
400;40-49;88;2021-04-09
410;40-49;143;2021-04-09
420;40-49;107;2021-04-09
430;40-49;164;2021-04-09
440;40-49;99;2021-04-09
450;40-49;140;2021-04-09
461;40-49;970;2021-04-09
479;40-49;222;2021-04-09
480;40-49;107;2021-04-09
482;40-49;19;2021-04-09
492;40-49;5;2021-04-09
510;40-49;155;2021-04-09
530;40-49;110;2021-04-09
540;40-49;328;2021-04-09
550;40-49;107;2021-04-09
561;40-49;507;2021-04-09
563;40-49;11;2021-04-09
573;40-49;172;2021-04-09
575;40-49;185;2021-04-09
580;40-49;169;2021-04-09
607;40-49;209;2021-04-09
615;40-49;449;2021-04-09
621;40-49;506;2021-04-09
630;40-49;563;2021-04-09
657;40-49;330;2021-04-09
661;40-49;294;2021-04-09
665;40-49;44;2021-04-09
671;40-49;105;2021-04-09
706;40-49;123;2021-04-09
707;40-49;98;2021-04-09
710;40-49;209;2021-04-09
727;40-49;94;2021-04-09
730;40-49;425;2021-04-09
740;40-49;417;2021-04-09
741;40-49;7;2021-04-09
746;40-49;354;2021-04-09
751;40-49;1757;2021-04-09
756;40-49;162;2021-04-09
760;40-49;147;2021-04-09
766;40-49;208;2021-04-09
773;40-49;87;2021-04-09
779;40-49;126;2021-04-09
787;40-49;130;2021-04-09
791;40-49;323;2021-04-09
810;40-49;134;2021-04-09
813;40-49;182;2021-04-09
820;40-49;102;2021-04-09
825;40-49;5;2021-04-09
840;40-49;105;2021-04-09
846;40-49;156;2021-04-09
849;40-49;149;2021-04-09
851;40-49;827;2021-04-09
860;40-49;207;2021-04-09
;50-59;217;2021-04-09
011;50-59;113;2021-04-09
012;50-59;2;2021-04-09
019;50-59;8;2021-04-09
101;50-59;4485;2021-04-09
147;50-59;718;2021-04-09
151;50-59;534;2021-04-09
153;50-59;410;2021-04-09
155;50-59;131;2021-04-09
157;50-59;631;2021-04-09
159;50-59;654;2021-04-09
161;50-59;204;2021-04-09
163;50-59;328;2021-04-09
165;50-59;308;2021-04-09
167;50-59;505;2021-04-09
169;50-59;530;2021-04-09
173;50-59;398;2021-04-09
175;50-59;390;2021-04-09
183;50-59;346;2021-04-09
185;50-59;383;2021-04-09
187;50-59;168;2021-04-09
190;50-59;304;2021-04-09
201;50-59;175;2021-04-09
210;50-59;342;2021-04-09
217;50-59;590;2021-04-09
219;50-59;394;2021-04-09
223;50-59;216;2021-04-09
230;50-59;488;2021-04-09
240;50-59;414;2021-04-09
250;50-59;305;2021-04-09
253;50-59;469;2021-04-09
259;50-59;547;2021-04-09
260;50-59;176;2021-04-09
265;50-59;578;2021-04-09
269;50-59;207;2021-04-09
270;50-59;301;2021-04-09
306;50-59;150;2021-04-09
316;50-59;471;2021-04-09
320;50-59;258;2021-04-09
326;50-59;248;2021-04-09
329;50-59;244;2021-04-09
330;50-59;558;2021-04-09
336;50-59;142;2021-04-09
340;50-59;146;2021-04-09
350;50-59;204;2021-04-09
360;50-59;174;2021-04-09
370;50-59;524;2021-04-09
376;50-59;288;2021-04-09
390;50-59;208;2021-04-09
400;50-59;96;2021-04-09
410;50-59;160;2021-04-09
420;50-59;123;2021-04-09
430;50-59;188;2021-04-09
440;50-59;111;2021-04-09
450;50-59;151;2021-04-09
461;50-59;952;2021-04-09
479;50-59;222;2021-04-09
480;50-59;109;2021-04-09
482;50-59;28;2021-04-09
492;50-59;11;2021-04-09
510;50-59;165;2021-04-09
530;50-59;99;2021-04-09
540;50-59;272;2021-04-09
550;50-59;115;2021-04-09
561;50-59;527;2021-04-09
563;50-59;1;2021-04-09
573;50-59;191;2021-04-09
575;50-59;160;2021-04-09
580;50-59;233;2021-04-09
607;50-59;206;2021-04-09
615;50-59;407;2021-04-09
621;50-59;414;2021-04-09
630;50-59;510;2021-04-09
657;50-59;354;2021-04-09
661;50-59;308;2021-04-09
665;50-59;90;2021-04-09
671;50-59;125;2021-04-09
706;50-59;139;2021-04-09
707;50-59;132;2021-04-09
710;50-59;199;2021-04-09
727;50-59;105;2021-04-09
730;50-59;471;2021-04-09
740;50-59;346;2021-04-09
741;50-59;15;2021-04-09
746;50-59;302;2021-04-09
751;50-59;1743;2021-04-09
756;50-59;165;2021-04-09
760;50-59;185;2021-04-09
766;50-59;203;2021-04-09
773;50-59;110;2021-04-09
779;50-59;137;2021-04-09
787;50-59;175;2021-04-09
791;50-59;325;2021-04-09
810;50-59;175;2021-04-09
813;50-59;288;2021-04-09
820;50-59;120;2021-04-09
825;50-59;6;2021-04-09
840;50-59;103;2021-04-09
846;50-59;162;2021-04-09
849;50-59;183;2021-04-09
851;50-59;779;2021-04-09
860;50-59;276;2021-04-09
;60-69;102;2021-04-09
011;60-69;19;2021-04-09
019;60-69;1;2021-04-09
101;60-69;2220;2021-04-09
147;60-69;364;2021-04-09
151;60-69;236;2021-04-09
153;60-69;256;2021-04-09
155;60-69;75;2021-04-09
157;60-69;361;2021-04-09
159;60-69;358;2021-04-09
161;60-69;115;2021-04-09
163;60-69;183;2021-04-09
165;60-69;166;2021-04-09
167;60-69;289;2021-04-09
169;60-69;278;2021-04-09
173;60-69;209;2021-04-09
175;60-69;241;2021-04-09
183;60-69;149;2021-04-09
185;60-69;220;2021-04-09
187;60-69;78;2021-04-09
190;60-69;142;2021-04-09
201;60-69;79;2021-04-09
210;60-69;197;2021-04-09
217;60-69;347;2021-04-09
219;60-69;219;2021-04-09
223;60-69;115;2021-04-09
230;60-69;231;2021-04-09
240;60-69;174;2021-04-09
250;60-69;152;2021-04-09
253;60-69;206;2021-04-09
259;60-69;205;2021-04-09
260;60-69;120;2021-04-09
265;60-69;297;2021-04-09
269;60-69;102;2021-04-09
270;60-69;183;2021-04-09
306;60-69;123;2021-04-09
316;60-69;288;2021-04-09
320;60-69;127;2021-04-09
326;60-69;169;2021-04-09
329;60-69;106;2021-04-09
330;60-69;293;2021-04-09
336;60-69;76;2021-04-09
340;60-69;106;2021-04-09
350;60-69;94;2021-04-09
360;60-69;139;2021-04-09
370;60-69;304;2021-04-09
376;60-69;205;2021-04-09
390;60-69;137;2021-04-09
400;60-69;63;2021-04-09
410;60-69;99;2021-04-09
420;60-69;64;2021-04-09
430;60-69;94;2021-04-09
440;60-69;68;2021-04-09
450;60-69;94;2021-04-09
461;60-69;482;2021-04-09
479;60-69;137;2021-04-09
480;60-69;65;2021-04-09
482;60-69;26;2021-04-09
492;60-69;4;2021-04-09
510;60-69;88;2021-04-09
530;60-69;52;2021-04-09
540;60-69;132;2021-04-09
550;60-69;70;2021-04-09
561;60-69;284;2021-04-09
563;60-69;6;2021-04-09
573;60-69;133;2021-04-09
575;60-69;100;2021-04-09
580;60-69;120;2021-04-09
607;60-69;123;2021-04-09
615;60-69;182;2021-04-09
621;60-69;258;2021-04-09
630;60-69;265;2021-04-09
657;60-69;217;2021-04-09
661;60-69;195;2021-04-09
665;60-69;48;2021-04-09
671;60-69;81;2021-04-09
706;60-69;78;2021-04-09
707;60-69;86;2021-04-09
710;60-69;80;2021-04-09
727;60-69;56;2021-04-09
730;60-69;241;2021-04-09
740;60-69;200;2021-04-09
741;60-69;24;2021-04-09
746;60-69;165;2021-04-09
751;60-69;965;2021-04-09
756;60-69;97;2021-04-09
760;60-69;111;2021-04-09
766;60-69;108;2021-04-09
773;60-69;56;2021-04-09
779;60-69;80;2021-04-09
787;60-69;148;2021-04-09
791;60-69;171;2021-04-09
810;60-69;94;2021-04-09
813;60-69;172;2021-04-09
820;60-69;91;2021-04-09
825;60-69;3;2021-04-09
840;60-69;67;2021-04-09
846;60-69;128;2021-04-09
849;60-69;126;2021-04-09
851;60-69;475;2021-04-09
860;60-69;157;2021-04-09
;70-79;26;2021-04-09
011;70-79;2;2021-04-09
101;70-79;1237;2021-04-09
147;70-79;325;2021-04-09
151;70-79;163;2021-04-09
153;70-79;154;2021-04-09
155;70-79;41;2021-04-09
157;70-79;216;2021-04-09
159;70-79;184;2021-04-09
161;70-79;77;2021-04-09
163;70-79;97;2021-04-09
165;70-79;92;2021-04-09
167;70-79;127;2021-04-09
169;70-79;171;2021-04-09
173;70-79;142;2021-04-09
175;70-79;113;2021-04-09
183;70-79;98;2021-04-09
185;70-79;140;2021-04-09
187;70-79;65;2021-04-09
190;70-79;87;2021-04-09
201;70-79;64;2021-04-09
210;70-79;130;2021-04-09
217;70-79;228;2021-04-09
219;70-79;136;2021-04-09
223;70-79;88;2021-04-09
230;70-79;145;2021-04-09
240;70-79;169;2021-04-09
250;70-79;101;2021-04-09
253;70-79;136;2021-04-09
259;70-79;172;2021-04-09
260;70-79;67;2021-04-09
265;70-79;192;2021-04-09
269;70-79;71;2021-04-09
270;70-79;131;2021-04-09
306;70-79;85;2021-04-09
316;70-79;136;2021-04-09
320;70-79;74;2021-04-09
326;70-79;114;2021-04-09
329;70-79;47;2021-04-09
330;70-79;211;2021-04-09
336;70-79;69;2021-04-09
340;70-79;46;2021-04-09
350;70-79;59;2021-04-09
360;70-79;84;2021-04-09
370;70-79;200;2021-04-09
376;70-79;145;2021-04-09
390;70-79;76;2021-04-09
400;70-79;75;2021-04-09
410;70-79;52;2021-04-09
420;70-79;34;2021-04-09
430;70-79;70;2021-04-09
440;70-79;29;2021-04-09
450;70-79;62;2021-04-09
461;70-79;271;2021-04-09
479;70-79;83;2021-04-09
480;70-79;37;2021-04-09
482;70-79;17;2021-04-09
492;70-79;6;2021-04-09
510;70-79;44;2021-04-09
530;70-79;56;2021-04-09
540;70-79;79;2021-04-09
550;70-79;42;2021-04-09
561;70-79;187;2021-04-09
563;70-79;11;2021-04-09
573;70-79;86;2021-04-09
575;70-79;53;2021-04-09
580;70-79;87;2021-04-09
607;70-79;71;2021-04-09
615;70-79;126;2021-04-09
621;70-79;136;2021-04-09
630;70-79;166;2021-04-09
657;70-79;105;2021-04-09
661;70-79;117;2021-04-09
665;70-79;31;2021-04-09
671;70-79;44;2021-04-09
706;70-79;65;2021-04-09
707;70-79;48;2021-04-09
710;70-79;60;2021-04-09
727;70-79;34;2021-04-09
730;70-79;127;2021-04-09
740;70-79;138;2021-04-09
741;70-79;10;2021-04-09
746;70-79;113;2021-04-09
751;70-79;471;2021-04-09
756;70-79;63;2021-04-09
760;70-79;64;2021-04-09
766;70-79;61;2021-04-09
773;70-79;51;2021-04-09
779;70-79;65;2021-04-09
787;70-79;89;2021-04-09
791;70-79;99;2021-04-09
810;70-79;86;2021-04-09
813;70-79;106;2021-04-09
820;70-79;51;2021-04-09
825;70-79;2;2021-04-09
840;70-79;36;2021-04-09
846;70-79;72;2021-04-09
849;70-79;63;2021-04-09
851;70-79;304;2021-04-09
860;70-79;101;2021-04-09
;80-89;10;2021-04-09
101;80-89;599;2021-04-09
147;80-89;249;2021-04-09
151;80-89;160;2021-04-09
153;80-89;85;2021-04-09
155;80-89;20;2021-04-09
157;80-89;121;2021-04-09
159;80-89;144;2021-04-09
161;80-89;57;2021-04-09
163;80-89;89;2021-04-09
165;80-89;29;2021-04-09
167;80-89;89;2021-04-09
169;80-89;84;2021-04-09
173;80-89;100;2021-04-09
175;80-89;74;2021-04-09
183;80-89;35;2021-04-09
185;80-89;80;2021-04-09
187;80-89;32;2021-04-09
190;80-89;87;2021-04-09
201;80-89;43;2021-04-09
210;80-89;76;2021-04-09
217;80-89;110;2021-04-09
219;80-89;77;2021-04-09
223;80-89;41;2021-04-09
230;80-89;97;2021-04-09
240;80-89;80;2021-04-09
250;80-89;65;2021-04-09
253;80-89;71;2021-04-09
259;80-89;57;2021-04-09
260;80-89;23;2021-04-09
265;80-89;100;2021-04-09
269;80-89;17;2021-04-09
270;80-89;61;2021-04-09
306;80-89;39;2021-04-09
316;80-89;76;2021-04-09
320;80-89;28;2021-04-09
326;80-89;58;2021-04-09
329;80-89;33;2021-04-09
330;80-89;129;2021-04-09
336;80-89;37;2021-04-09
340;80-89;22;2021-04-09
350;80-89;32;2021-04-09
360;80-89;54;2021-04-09
370;80-89;99;2021-04-09
376;80-89;82;2021-04-09
390;80-89;28;2021-04-09
400;80-89;23;2021-04-09
410;80-89;26;2021-04-09
420;80-89;17;2021-04-09
430;80-89;38;2021-04-09
440;80-89;22;2021-04-09
450;80-89;38;2021-04-09
461;80-89;112;2021-04-09
479;80-89;46;2021-04-09
480;80-89;13;2021-04-09
482;80-89;3;2021-04-09
492;80-89;2;2021-04-09
510;80-89;21;2021-04-09
530;80-89;17;2021-04-09
540;80-89;42;2021-04-09
550;80-89;14;2021-04-09
561;80-89;97;2021-04-09
563;80-89;1;2021-04-09
573;80-89;41;2021-04-09
575;80-89;19;2021-04-09
580;80-89;33;2021-04-09
607;80-89;44;2021-04-09
615;80-89;59;2021-04-09
621;80-89;51;2021-04-09
630;80-89;46;2021-04-09
657;80-89;65;2021-04-09
661;80-89;69;2021-04-09
665;80-89;6;2021-04-09
671;80-89;24;2021-04-09
706;80-89;34;2021-04-09
707;80-89;22;2021-04-09
710;80-89;20;2021-04-09
727;80-89;19;2021-04-09
730;80-89;46;2021-04-09
740;80-89;44;2021-04-09
741;80-89;4;2021-04-09
746;80-89;69;2021-04-09
751;80-89;255;2021-04-09
756;80-89;33;2021-04-09
760;80-89;30;2021-04-09
766;80-89;30;2021-04-09
773;80-89;19;2021-04-09
779;80-89;18;2021-04-09
787;80-89;49;2021-04-09
791;80-89;39;2021-04-09
810;80-89;24;2021-04-09
813;80-89;51;2021-04-09
820;80-89;22;2021-04-09
840;80-89;26;2021-04-09
846;80-89;43;2021-04-09
849;80-89;27;2021-04-09
851;80-89;128;2021-04-09
860;80-89;48;2021-04-09
;90+;12;2021-04-09
101;90+;229;2021-04-09
147;90+;113;2021-04-09
151;90+;24;2021-04-09
153;90+;19;2021-04-09
155;90+;7;2021-04-09
157;90+;59;2021-04-09
159;90+;51;2021-04-09
161;90+;26;2021-04-09
163;90+;36;2021-04-09
165;90+;5;2021-04-09
167;90+;21;2021-04-09
169;90+;30;2021-04-09
173;90+;64;2021-04-09
175;90+;28;2021-04-09
183;90+;5;2021-04-09
185;90+;38;2021-04-09
187;90+;11;2021-04-09
190;90+;38;2021-04-09
201;90+;18;2021-04-09
210;90+;26;2021-04-09
217;90+;26;2021-04-09
219;90+;12;2021-04-09
